Altersjahre,Baden-Württemberg,Bayern,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz,Saarland,Sachsen,Sachsen-Anhalt,Schleswig-Holstein,Thüringen,Insgesamt
6-Jährige,98794.0,116369.0,34535.0,22563.0,5844.0,17005.0,56219.0,13836.0,69824.0,159783.0,35103.0,7719.0,36994.0,18280.0,25287.0,18594.0,736749.0
7-Jährige,97261.0,112332.0,32599.0,22284.0,5519.0,16014.0,55988.0,13781.0,68801.0,156118.0,34912.0,7865.0,36303.0,17940.0,24628.0,18268.0,720613.0
8-Jährige,100040.0,114013.0,32945.0,23060.0,5833.0,16252.0,56968.0,14357.0,71287.0,160537.0,35515.0,7871.0,36750.0,18334.0,25784.0,18692.0,738238.0
9-Jährige,99098.0,112506.0,32423.0,22352.0,5881.0,15986.0,56135.0,14035.0,70564.0,158434.0,34776.0,7776.0,35709.0,18016.0,25362.0,17856.0,726909.0
10-Jährige,101705.0,115677.0,32275.0,22939.0,5868.0,16289.0,57395.0,14136.0,72704.0,163993.0,36148.0,8073.0,36046.0,18582.0,26181.0,18334.0,746345.0
11-Jährige,102098.0,115546.0,31268.0,22347.0,6075.0,15896.0,57362.0,13550.0,72912.0,163281.0,35971.0,7913.0,35027.0,17938.0,26433.0,17913.0,741530.0
12-Jährige,100922.0,113410.0,29865.0,21303.0,5896.0,15617.0,56187.0,13161.0,72262.0,161788.0,35155.0,7874.0,33372.0,17199.0,26025.0,16887.0,726923.0
13-Jährige,102994.0,115364.0,29073.0,21014.0,5793.0,15553.0,57303.0,12812.0,73784.0,164099.0,35862.0,8128.0,33380.0,17366.0,26138.0,17097.0,735760.0
14-Jährige,105044.0,118206.0,29195.0,21249.0,5799.0,15374.0,58117.0,13347.0,76462.0,167908.0,36710.0,8247.0,33723.0,17298.0,27290.0,17653.0,751622.0
15-Jährige,105404.0,119434.0,28031.0,21188.0,5869.0,15158.0,57812.0,13104.0,76986.0,169590.0,37362.0,8244.0,32636.0,16800.0,27533.0,17200.0,752351.0
16-Jährige,107700.0,121664.0,28264.0,20917.0,5789.0,15103.0,58808.0,12850.0,79761.0,173857.0,38170.0,8573.0,32185.0,17386.0,28280.0,17210.0,766517.0
17-Jährige,110373.0,125255.0,28510.0,20761.0,6330.0,15578.0,60397.0,13184.0,82964.0,179092.0,39566.0,8944.0,32339.0,17587.0,29223.0,17642.0,787745.0
18-Jährige,118441.0,132890.0,30466.0,21363.0,6886.0,16784.0,64041.0,13721.0,87772.0,189556.0,42558.0,9476.0,34491.0,18286.0,31304.0,17727.0,835762.0
19-Jährige,124459.0,140087.0,32155.0,20182.0,7832.0,17750.0,66262.0,13171.0,89138.0,194394.0,43694.0,9828.0,34484.0,18091.0,32115.0,17460.0,861102.0
20-Jährige,130032.0,148298.0,34738.0,19184.0,8621.0,19462.0,69883.0,12893.0,91220.0,201907.0,44901.0,9981.0,33841.0,17730.0,31512.0,17456.0,891659.0
21-Jährige,136509.0,155092.0,38011.0,18345.0,8930.0,21876.0,74857.0,13068.0,94628.0,212974.0,47332.0,10617.0,34098.0,18030.0,32391.0,17760.0,934518.0
22-Jährige,136382.0,154949.0,40163.0,17342.0,9034.0,22706.0,74012.0,12426.0,93141.0,212930.0,46670.0,10704.0,33218.0,17229.0,31838.0,16779.0,929523.0
23-Jährige,135824.0,154642.0,42031.0,15684.0,9073.0,23395.0,73250.0,11258.0,91200.0,210221.0,45609.0,10568.0,31508.0,16172.0,30618.0,15871.0,916924.0
24-Jährige,138191.0,157936.0,45109.0,15026.0,9224.0,25047.0,74846.0,10702.0,92039.0,215656.0,47039.0,10989.0,30988.0,15643.0,31284.0,14929.0,934648.0
25-Jährige,142652.0,165832.0,48371.0,14818.0,9669.0,26508.0,76878.0,10920.0,94218.0,222900.0,48660.0,11366.0,31649.0,15683.0,31601.0,15367.0,967092.0
26-Jährige,143919.0,169147.0,51441.0,15904.0,9733.0,27671.0,77562.0,12001.0,93937.0,225588.0,49368.0,11694.0,32841.0,16594.0,31834.0,16130.0,985364.0
27-Jährige,147778.0,173224.0,55822.0,17995.0,10026.0,29732.0,80352.0,13387.0,94999.0,230244.0,50297.0,11939.0,37477.0,18262.0,32408.0,17977.0,1021919.0
28-Jährige,154891.0,182175.0,65611.0,26435.0,10403.0,32191.0,84719.0,19521.0,99236.0,238914.0,52011.0,12342.0,52644.0,25961.0,34173.0,25232.0,1116459.0
29-Jährige,151363.0,177662.0,67210.0,28286.0,10272.0,31910.0,83848.0,20404.0,96921.0,231813.0,50854.0,12016.0,54219.0,26710.0,33227.0,25786.0,1102501.0
30-Jährige,154011.0,181510.0,68546.0,29800.0,10447.0,32677.0,84688.0,21318.0,99247.0,235830.0,52017.0,12275.0,55620.0,27827.0,34201.0,27575.0,1127589.0
31-Jährige,148348.0,176362.0,67507.0,30769.0,9954.0,31550.0,82244.0,21697.0,96918.0,230150.0,50544.0,12143.0,56467.0,27681.0,33536.0,27765.0,1103635.0
32-Jährige,147104.0,174933.0,65339.0,30358.0,9658.0,30789.0,80961.0,20979.0,95178.0,226067.0,49849.0,11981.0,54002.0,26857.0,32667.0,26935.0,1083657.0
33-Jährige,142162.0,168140.0,63536.0,31079.0,9256.0,29664.0,78084.0,20730.0,91840.0,217559.0,47916.0,11345.0,54274.0,26653.0,31826.0,26729.0,1050793.0
34-Jährige,141312.0,167927.0,61231.0,30708.0,8923.0,29295.0,78988.0,20338.0,90736.0,216359.0,47945.0,11269.0,53084.0,26717.0,31788.0,26735.0,1043355.0
35-Jährige,140280.0,168848.0,59901.0,31188.0,9130.0,28798.0,78416.0,20452.0,91891.0,217012.0,48156.0,11398.0,53396.0,26908.0,32436.0,26974.0,1045184.0
36-Jährige,143417.0,173073.0,59415.0,31868.0,9223.0,28834.0,80893.0,20784.0,93566.0,221888.0,49580.0,11624.0,53834.0,26580.0,33553.0,27543.0,1065675.0
37-Jährige,142471.0,172216.0,57849.0,31684.0,8713.0,28724.0,80730.0,20096.0,93844.0,219990.0,49684.0,11554.0,52217.0,26348.0,33635.0,26761.0,1056516.0
38-Jährige,143250.0,170998.0,56415.0,32917.0,8637.0,28391.0,81341.0,20537.0,94595.0,220983.0,48830.0,11564.0,53441.0,26924.0,34503.0,27443.0,1060769.0
39-Jährige,134796.0,163919.0,52114.0,31687.0,8196.0,26497.0,78125.0,20048.0,90429.0,209483.0,47003.0,10988.0,51217.0,25757.0,32785.0,26228.0,1009272.0
40-Jährige,131700.0,161228.0,49817.0,31801.0,8039.0,25787.0,77243.0,19878.0,90260.0,207061.0,46355.0,10608.0,51254.0,25633.0,33015.0,25391.0,995070.0
41-Jährige,131053.0,160397.0,48337.0,30644.0,7981.0,25216.0,76365.0,19244.0,89660.0,207496.0,46006.0,10774.0,50036.0,24642.0,32806.0,24984.0,985641.0
42-Jährige,131399.0,158870.0,45986.0,28084.0,8041.0,24899.0,76288.0,16850.0,90005.0,208128.0,45473.0,10322.0,44631.0,22045.0,33060.0,22432.0,966513.0
43-Jährige,129090.0,155933.0,43920.0,26750.0,7898.0,23627.0,74503.0,15944.0,88061.0,203219.0,44802.0,10096.0,42544.0,21096.0,32419.0,21531.0,941433.0
44-Jährige,131981.0,158397.0,42822.0,26193.0,7766.0,23676.0,75721.0,15665.0,90898.0,205938.0,45262.0,10321.0,42035.0,21672.0,32497.0,22237.0,953081.0
45-Jährige,131215.0,157637.0,41447.0,26804.0,7823.0,22977.0,75998.0,16145.0,92782.0,208534.0,46249.0,10361.0,42473.0,22556.0,33609.0,23058.0,959668.0
46-Jährige,141688.0,169862.0,42928.0,29715.0,8282.0,23944.0,81122.0,17630.0,101276.0,225183.0,50327.0,11449.0,46459.0,25957.0,36492.0,25955.0,1038269.0
47-Jährige,152167.0,183435.0,47153.0,34866.0,8871.0,25307.0,87543.0,20375.0,111334.0,246204.0,55034.0,12688.0,54176.0,30730.0,40969.0,29167.0,1140019.0
48-Jährige,158051.0,190209.0,47689.0,35454.0,9167.0,25957.0,91445.0,20835.0,116570.0,256970.0,57628.0,13081.0,54123.0,31044.0,42764.0,29751.0,1180738.0
49-Jährige,169125.0,205237.0,49738.0,36893.0,9812.0,26897.0,97853.0,21637.0,126373.0,281148.0,62433.0,14628.0,54532.0,32070.0,47414.0,30035.0,1265825.0
50-Jährige,176625.0,213462.0,52091.0,38951.0,10408.0,28792.0,102432.0,23089.0,132662.0,293980.0,66126.0,15680.0,55481.0,32912.0,50451.0,30555.0,1323697.0
51-Jährige,180097.0,218230.0,52335.0,41181.0,10435.0,28967.0,103987.0,24173.0,136620.0,300642.0,67787.0,16222.0,57302.0,34391.0,52203.0,31648.0,1356220.0
52-Jährige,183628.0,219356.0,54372.0,44107.0,10755.0,29133.0,105829.0,26136.0,138967.0,307294.0,70445.0,16887.0,60669.0,35795.0,52492.0,33901.0,1389766.0
53-Jährige,182531.0,217447.0,55949.0,45998.0,10776.0,28069.0,105907.0,27729.0,137422.0,305331.0,70388.0,17195.0,63061.0,37448.0,51553.0,34990.0,1391794.0
54-Jährige,184809.0,220509.0,56679.0,47828.0,10682.0,28433.0,106346.0,29125.0,138093.0,308851.0,71911.0,17703.0,65588.0,39032.0,52016.0,36866.0,1414471.0
55-Jährige,182152.0,216924.0,56330.0,49290.0,10395.0,27107.0,104166.0,30312.0,135904.0,302487.0,71727.0,17725.0,66372.0,40327.0,50428.0,37720.0,1399366.0
56-Jährige,175798.0,209599.0,53412.0,48870.0,10194.0,25267.0,99743.0,30218.0,131055.0,289619.0,69857.0,17590.0,65244.0,39846.0,47964.0,37313.0,1351589.0
57-Jährige,172161.0,206012.0,50593.0,48120.0,9691.0,24105.0,96932.0,30541.0,129446.0,283333.0,69344.0,17751.0,65098.0,39726.0,46717.0,38367.0,1327937.0
58-Jährige,166593.0,197108.0,48210.0,46124.0,9452.0,23302.0,93451.0,29803.0,123401.0,276372.0,66917.0,17087.0,62401.0,38531.0,44438.0,36505.0,1279695.0
59-Jährige,159400.0,190063.0,46175.0,44963.0,9156.0,22024.0,90234.0,28994.0,119525.0,268403.0,64496.0,17258.0,61812.0,37633.0,43046.0,36449.0,1239631.0
60-Jährige,150890.0,180050.0,42287.0,41145.0,8769.0,20929.0,85246.0,27306.0,112284.0,253777.0,60996.0,16551.0,57004.0,35217.0,40379.0,33812.0,1166642.0
61-Jährige,145862.0,173799.0,40421.0,40002.0,8765.0,19864.0,82856.0,26507.0,109824.0,246986.0,60076.0,15900.0,56671.0,34685.0,39255.0,33618.0,1135091.0
62-Jährige,141603.0,166436.0,39535.0,39628.0,8229.0,18904.0,79534.0,26526.0,105092.0,237176.0,57563.0,15186.0,57410.0,35039.0,36916.0,34216.0,1098993.0
63-Jährige,133554.0,156577.0,38918.0,39598.0,7981.0,17805.0,75858.0,26779.0,100893.0,226662.0,55367.0,14396.0,59268.0,35819.0,35895.0,34275.0,1059645.0
64-Jährige,128316.0,152060.0,38164.0,38841.0,7738.0,17223.0,73816.0,26654.0,98558.0,220826.0,54080.0,14519.0,58648.0,34862.0,35628.0,33610.0,1033543.0
65-Jährige,122739.0,145385.0,37149.0,38027.0,7393.0,16350.0,69939.0,26074.0,94807.0,208829.0,52397.0,14123.0,58767.0,34940.0,33990.0,33391.0,994300.0
66-Jährige,121825.0,145315.0,36371.0,37007.0,7320.0,16429.0,70291.0,25196.0,95257.0,205369.0,51758.0,13762.0,59553.0,34413.0,33733.0,32974.0,986573.0
67-Jährige,117633.0,139831.0,36690.0,35798.0,7353.0,16031.0,68694.0,24241.0,93324.0,197339.0,50438.0,13222.0,60480.0,32768.0,33705.0,32626.0,960173.0
68-Jährige,117550.0,140667.0,38033.0,33395.0,7323.0,16498.0,70039.0,22382.0,92997.0,196010.0,50687.0,13314.0,57763.0,32034.0,33826.0,30796.0,953314.0
69-Jährige,114777.0,136577.0,35335.0,28228.0,7330.0,16388.0,69176.0,19266.0,91362.0,194355.0,48615.0,13582.0,50279.0,28272.0,33428.0,27167.0,914137.0
70-Jährige,105073.0,129252.0,32191.0,24187.0,6762.0,15880.0,64503.0,16468.0,83954.0,176215.0,41549.0,11510.0,40096.0,23677.0,32532.0,23342.0,827191.0
71-Jährige,97054.0,125369.0,30017.0,22913.0,6443.0,15216.0,59993.0,15198.0,76075.0,161089.0,36558.0,9351.0,39807.0,23031.0,29875.0,22091.0,770080.0
72-Jährige,84070.0,109521.0,23193.0,15329.0,6266.0,13868.0,50821.0,10017.0,70052.0,146064.0,32391.0,7484.0,29615.0,18366.0,27822.0,17965.0,662844.0
73-Jährige,71449.0,87469.0,25935.0,18019.0,4950.0,12369.0,41948.0,10650.0,54854.0,121914.0,26849.0,6847.0,34668.0,18531.0,22709.0,16832.0,575993.0
74-Jährige,92366.0,112496.0,33755.0,26634.0,6113.0,15371.0,55337.0,15738.0,72774.0,156292.0,34877.0,9179.0,49972.0,25631.0,29706.0,24196.0,760437.0
75-Jährige,92311.0,111226.0,35416.0,28242.0,6285.0,15363.0,54163.0,16932.0,74113.0,154782.0,34414.0,8803.0,48888.0,26138.0,30429.0,24026.0,761531.0
76-Jährige,89849.0,106508.0,32797.0,27036.0,6161.0,14700.0,50822.0,16116.0,70871.0,148316.0,33090.0,8561.0,44723.0,25537.0,28809.0,22170.0,726066.0
77-Jährige,106561.0,127480.0,37314.0,32836.0,6840.0,16561.0,60278.0,20136.0,84700.0,174003.0,40481.0,10801.0,54535.0,30440.0,34235.0,27856.0,865057.0
78-Jährige,109371.0,132859.0,34902.0,32203.0,7001.0,16719.0,63013.0,19817.0,86249.0,183295.0,42855.0,10981.0,54845.0,30478.0,33757.0,29259.0,887604.0
79-Jährige,105552.0,127973.0,31939.0,30535.0,6592.0,15533.0,59992.0,19653.0,82280.0,175952.0,41074.0,11018.0,52128.0,28643.0,32541.0,27721.0,849126.0
80-Jährige,95364.0,111851.0,28853.0,26972.0,6185.0,14261.0,53197.0,17591.0,76039.0,160851.0,37004.0,9728.0,45782.0,24819.0,29504.0,23229.0,761230.0
81-Jährige,85155.0,98334.0,26071.0,24090.0,5538.0,13020.0,47804.0,15335.0,67148.0,145406.0,33356.0,9503.0,40197.0,22179.0,25986.0,20288.0,679410.0
82-Jährige,78639.0,89001.0,23680.0,22299.0,5121.0,11983.0,43962.0,14167.0,60502.0,133231.0,30960.0,8922.0,37631.0,20293.0,23398.0,18768.0,622557.0
83-Jährige,70864.0,79608.0,21639.0,20373.0,4495.0,10918.0,39403.0,12981.0,54900.0,121429.0,27827.0,7621.0,35153.0,18556.0,20860.0,16938.0,563565.0
84-Jährige,60026.0,68769.0,18928.0,17373.0,3895.0,8899.0,34056.0,11217.0,46761.0,106302.0,23985.0,6146.0,30310.0,15964.0,17564.0,14640.0,484835.0
85-Jährige,46624.0,53568.0,12511.0,12286.0,2765.0,6474.0,25205.0,8317.0,33815.0,77231.0,17973.0,4957.0,21959.0,11627.0,12077.0,10509.0,357898.0
86-Jährige,42080.0,48807.0,10782.0,11140.0,2498.0,5717.0,22658.0,7648.0,30884.0,70442.0,16157.0,4584.0,19332.0,10404.0,10540.0,9631.0,323304.0
87-Jährige,38263.0,43765.0,9950.0,9917.0,2278.0,5353.0,20761.0,6686.0,28582.0,64355.0,14953.0,4184.0,18223.0,9452.0,9892.0,8491.0,295105.0
88-Jährige,35287.0,40131.0,9383.0,9123.0,2144.0,5028.0,19832.0,5874.0,26746.0,60855.0,13999.0,3609.0,17455.0,8639.0,8948.0,8049.0,275102.0
89-Jährige,29597.0,33795.0,8013.0,7505.0,1865.0,4432.0,16703.0,4813.0,22187.0,50920.0,11821.0,3105.0,14915.0,7164.0,7648.0,6674.0,231157.0
90 Jahre und mehr,102132.0,117007.0,28717.0,23402.0,7059.0,16894.0,60156.0,14593.0,78738.0,172471.0,41444.0,10337.0,49236.0,22922.0,28174.0,21661.0,794943.0
Insgesamt,11069533.0,13076721.0,3644826.0,2511917.0,682986.0,1841179.0,6265809.0,1609675.0,7982448.0,17932651.0,4084844.0,990509.0,4077937.0,2208321.0,2896712.0,2143145.0,83019213.0
31.12.2019,,,,,,,,,,,,,,,,,0.0
unter 1 Jahr,108303.0,128036.0,38659.0,19629.0,6956.0,20371.0,59873.0,12662.0,73347.0,169509.0,37208.0,7990.0,34376.0,16598.0,24767.0,16586.0,774870.0
1-Jährige,110182.0,129004.0,39023.0,21068.0,6968.0,20366.0,61182.0,13184.0,75062.0,174584.0,38432.0,8152.0,36009.0,17556.0,25787.0,17573.0,794132.0
2-Jährige,110107.0,129351.0,39152.0,22262.0,6813.0,20201.0,61820.0,13491.0,75884.0,175258.0,39250.0,8407.0,37530.0,18381.0,26152.0,18356.0,802415.0
3-Jährige,109920.0,128468.0,39212.0,23203.0,6702.0,20159.0,62265.0,13924.0,76701.0,176773.0,39386.0,8391.0,38442.0,18725.0,26634.0,18911.0,807816.0
4-Jährige,106552.0,124081.0,37188.0,22551.0,6589.0,18850.0,60365.0,14230.0,73973.0,170311.0,37989.0,8094.0,38065.0,18496.0,25897.0,18912.0,782143.0
5-Jährige,103981.0,121568.0,36540.0,23274.0,6348.0,18328.0,58721.0,14000.0,74021.0,167687.0,37383.0,8095.0,37939.0,18660.0,25815.0,19119.0,771479.0
6-Jährige,100887.0,118088.0,34432.0,22411.0,5968.0,17422.0,56810.0,13829.0,70914.0,160484.0,35961.0,7608.0,36940.0,18248.0,25169.0,18783.0,743954.0
7-Jährige,99521.0,117114.0,34416.0,22985.0,5877.0,16979.0,56583.0,13913.0,70534.0,161172.0,35402.0,7745.0,37118.0,18379.0,25554.0,18677.0,741969.0
8-Jährige,97913.0,113054.0,32619.0,22574.0,5565.0,16094.0,56470.0,13875.0,69414.0,157316.0,35298.0,7902.0,36467.0,18023.0,24912.0,18311.0,725807.0
9-Jährige,100791.0,114851.0,32998.0,23366.0,5845.0,16328.0,57462.0,14437.0,71954.0,161868.0,35865.0,7925.0,36945.0,18345.0,26035.0,18746.0,743761.0
10-Jährige,99871.0,113220.0,32376.0,22708.0,5908.0,15973.0,56646.0,14106.0,71271.0,159796.0,35115.0,7849.0,35843.0,18113.0,25661.0,17920.0,732376.0
11-Jährige,102458.0,116512.0,32388.0,23134.0,5867.0,16349.0,57881.0,14200.0,73361.0,165271.0,36462.0,8126.0,36234.0,18628.0,26428.0,18364.0,751663.0
12-Jährige,102823.0,116249.0,31346.0,22552.0,6112.0,15925.0,57791.0,13636.0,73545.0,164609.0,36238.0,8011.0,35160.0,17989.0,26712.0,17972.0,746670.0
13-Jährige,101527.0,114072.0,29940.0,21544.0,5917.0,15657.0,56564.0,13247.0,72898.0,162966.0,35487.0,7940.0,33485.0,17255.0,26263.0,16936.0,731698.0
14-Jährige,103692.0,116076.0,29256.0,21136.0,5808.0,15632.0,57750.0,12848.0,74330.0,165177.0,36162.0,8180.0,33529.0,17384.0,26396.0,17150.0,740506.0
15-Jährige,105739.0,118967.0,29331.0,21452.0,5814.0,15499.0,58630.0,13406.0,77037.0,169177.0,36985.0,8330.0,33883.0,17353.0,27519.0,17701.0,756823.0
16-Jährige,106140.0,120236.0,28253.0,21310.0,5991.0,15375.0,58280.0,13172.0,77535.0,170955.0,37662.0,8304.0,32796.0,16874.0,27763.0,17236.0,757882.0
17-Jährige,108375.0,122415.0,28745.0,20959.0,5922.0,15378.0,59256.0,12920.0,80261.0,175207.0,38429.0,8641.0,32354.0,17418.0,28446.0,17212.0,771938.0
18-Jährige,112609.0,126824.0,29484.0,20454.0,6727.0,16198.0,61249.0,13335.0,83304.0,181197.0,40235.0,8997.0,33160.0,17626.0,29475.0,17640.0,798514.0
19-Jährige,121907.0,136543.0,32585.0,20762.0,7453.0,17942.0,65788.0,13904.0,88093.0,192834.0,43045.0,9527.0,35739.0,18600.0,31344.0,18020.0,854086.0
20-Jährige,127010.0,143560.0,34855.0,19891.0,8430.0,19030.0,68216.0,13293.0,89309.0,197871.0,43844.0,9849.0,35621.0,18331.0,31922.0,17837.0,878869.0
21-Jährige,131602.0,150868.0,37313.0,18980.0,8958.0,20824.0,71507.0,12941.0,91279.0,205148.0,45105.0,9996.0,34482.0,17776.0,31463.0,17660.0,905902.0
22-Jährige,138085.0,157436.0,40880.0,18029.0,9177.0,23279.0,76372.0,13011.0,94909.0,215432.0,47530.0,10680.0,34822.0,18067.0,32156.0,17781.0,947646.0
23-Jährige,137969.0,157695.0,43424.0,17380.0,9244.0,24202.0,75466.0,12354.0,93387.0,215880.0,46923.0,10847.0,33961.0,17190.0,31750.0,16919.0,944591.0
24-Jährige,137031.0,157340.0,45543.0,15820.0,9201.0,24837.0,74859.0,11320.0,91507.0,212801.0,45806.0,10671.0,32035.0,16036.0,30751.0,15865.0,931423.0
25-Jährige,139159.0,160229.0,48584.0,15172.0,9372.0,26436.0,76206.0,10648.0,92334.0,217630.0,47169.0,11021.0,31407.0,15497.0,31284.0,14884.0,947032.0
26-Jährige,143483.0,167779.0,51682.0,15087.0,9755.0,27797.0,78050.0,10924.0,94396.0,224658.0,48825.0,11380.0,31869.0,15605.0,31639.0,15213.0,978142.0
27-Jährige,144906.0,171120.0,54205.0,16278.0,9710.0,28762.0,78890.0,12007.0,94087.0,227050.0,49538.0,11748.0,32933.0,16373.0,31940.0,15968.0,995515.0
28-Jährige,148529.0,175015.0,58205.0,18449.0,9993.0,30399.0,81133.0,13284.0,95162.0,231419.0,50667.0,11916.0,37470.0,18126.0,32636.0,17911.0,1030314.0
29-Jährige,155140.0,183943.0,67459.0,27205.0,10257.0,32645.0,85460.0,19396.0,99674.0,239911.0,52254.0,12310.0,52581.0,25758.0,34421.0,25054.0,1123468.0
30-Jährige,151798.0,179016.0,68362.0,29049.0,10152.0,32199.0,84513.0,20447.0,97518.0,232661.0,51256.0,12010.0,54302.0,26696.0,33638.0,25610.0,1109227.0
31-Jährige,154599.0,182834.0,69081.0,30712.0,10262.0,32560.0,85303.0,21389.0,99932.0,236544.0,52492.0,12329.0,55700.0,27740.0,34701.0,27404.0,1133582.0
32-Jährige,148577.0,177465.0,67582.0,31586.0,9810.0,31316.0,82789.0,21796.0,97857.0,231041.0,50995.0,12113.0,56658.0,27687.0,34065.0,27673.0,1109010.0
33-Jährige,147540.0,175914.0,65234.0,31216.0,9494.0,30360.0,81531.0,21073.0,95950.0,226744.0,50393.0,11928.0,54193.0,26981.0,33237.0,26912.0,1088700.0
34-Jährige,142610.0,169006.0,63302.0,31942.0,9130.0,29328.0,78552.0,20864.0,92506.0,218257.0,48325.0,11312.0,54349.0,26723.0,32227.0,26768.0,1055201.0
35-Jährige,141938.0,168782.0,60957.0,31557.0,8784.0,28871.0,79375.0,20526.0,91488.0,217076.0,48492.0,11259.0,53127.0,26744.0,32258.0,26852.0,1048086.0
36-Jährige,140597.0,169749.0,59410.0,31921.0,8985.0,28314.0,78795.0,20639.0,92475.0,217526.0,48585.0,11388.0,53503.0,26937.0,32931.0,27007.0,1048762.0
37-Jährige,143812.0,173777.0,58767.0,32695.0,9086.0,28270.0,81405.0,20915.0,94145.0,222393.0,49901.0,11677.0,53954.0,26634.0,34130.0,27607.0,1069168.0
38-Jährige,142800.0,172750.0,57315.0,32348.0,8646.0,28277.0,81081.0,20225.0,94359.0,220384.0,50142.0,11517.0,52403.0,26363.0,34086.0,26783.0,1059479.0
39-Jährige,143651.0,171513.0,55863.0,33491.0,8498.0,28077.0,81676.0,20662.0,95075.0,221629.0,49123.0,11589.0,53594.0,26983.0,34816.0,27475.0,1063715.0
40-Jährige,135094.0,164369.0,51679.0,32225.0,8090.0,26093.0,78433.0,20189.0,90970.0,209855.0,47334.0,10995.0,51338.0,25743.0,33132.0,26279.0,1011818.0
41-Jährige,132060.0,161664.0,49404.0,32247.0,8008.0,25462.0,77552.0,19937.0,90641.0,207324.0,46715.0,10629.0,51384.0,25632.0,33287.0,25482.0,997428.0
42-Jährige,131277.0,160767.0,47962.0,31093.0,7896.0,24914.0,76575.0,19365.0,89999.0,207803.0,46295.0,10773.0,50193.0,24688.0,33040.0,24983.0,987623.0
43-Jährige,131733.0,159339.0,45750.0,28394.0,7940.0,24676.0,76671.0,16975.0,90438.0,208381.0,45747.0,10309.0,44668.0,22041.0,33381.0,22442.0,968885.0
44-Jährige,129347.0,156353.0,43608.0,27055.0,7871.0,23409.0,74722.0,16072.0,88302.0,203431.0,45050.0,10118.0,42618.0,21072.0,32645.0,21599.0,943272.0
45-Jährige,132301.0,158673.0,42519.0,26407.0,7699.0,23428.0,75982.0,15768.0,91105.0,206117.0,45419.0,10330.0,42123.0,21695.0,32610.0,22286.0,954462.0
46-Jährige,131494.0,157982.0,41179.0,26979.0,7782.0,22834.0,76197.0,16241.0,92897.0,208552.0,46390.0,10385.0,42470.0,22592.0,33749.0,23106.0,960829.0
47-Jährige,141772.0,170034.0,42689.0,29896.0,8224.0,23740.0,81291.0,17719.0,101419.0,225045.0,50494.0,11437.0,46506.0,25950.0,36665.0,25916.0,1038797.0
48-Jährige,152155.0,183415.0,46872.0,34974.0,8783.0,25072.0,87631.0,20435.0,111402.0,245946.0,55135.0,12673.0,54184.0,30685.0,41097.0,29131.0,1139590.0
49-Jährige,157959.0,190138.0,47361.0,35580.0,9107.0,25669.0,91444.0,20908.0,116564.0,256422.0,57734.0,13086.0,54119.0,30985.0,42867.0,29737.0,1179680.0
50-Jährige,168962.0,204876.0,49390.0,36965.0,9740.0,26629.0,97678.0,21701.0,126324.0,280518.0,62542.0,14594.0,54457.0,32006.0,47543.0,30020.0,1263945.0
51-Jährige,176161.0,213169.0,51658.0,39086.0,10302.0,28521.0,102234.0,23200.0,132447.0,293277.0,66098.0,15633.0,55371.0,32830.0,50424.0,30549.0,1320960.0
52-Jährige,179588.0,217884.0,51920.0,41256.0,10348.0,28645.0,103653.0,24197.0,136489.0,299498.0,67759.0,16176.0,57214.0,34279.0,52252.0,31612.0,1352770.0
53-Jährige,183113.0,218937.0,53926.0,44229.0,10665.0,28851.0,105478.0,26143.0,138623.0,306071.0,70330.0,16836.0,60493.0,35660.0,52463.0,33790.0,1385608.0
54-Jährige,181855.0,216814.0,55392.0,46057.0,10688.0,27767.0,105423.0,27705.0,137046.0,304004.0,70352.0,17174.0,62869.0,37356.0,51589.0,34861.0,1386952.0
55-Jährige,184138.0,219750.0,56109.0,47839.0,10561.0,28116.0,105842.0,29087.0,137831.0,307234.0,71748.0,17612.0,65391.0,38840.0,52016.0,36718.0,1408832.0
56-Jährige,181261.0,216107.0,55763.0,49232.0,10304.0,26807.0,103650.0,30276.0,135381.0,300711.0,71587.0,17658.0,66116.0,40140.0,50406.0,37543.0,1392942.0
57-Jährige,174879.0,208728.0,52893.0,48701.0,10095.0,24886.0,99275.0,30160.0,130481.0,287741.0,69583.0,17483.0,64899.0,39604.0,47851.0,37129.0,1344388.0
58-Jährige,171154.0,204868.0,49976.0,48009.0,9521.0,23740.0,96290.0,30471.0,128862.0,281280.0,69063.0,17666.0,64764.0,39445.0,46572.0,38171.0,1319852.0
59-Jährige,165549.0,195867.0,47783.0,45873.0,9290.0,22982.0,92810.0,29686.0,122768.0,274286.0,66594.0,16985.0,62060.0,38213.0,44285.0,36260.0,1271291.0
60-Jährige,158172.0,188708.0,45594.0,44734.0,9042.0,21703.0,89427.0,28854.0,118832.0,265957.0,64088.0,17135.0,61432.0,37294.0,42909.0,36228.0,1230109.0
61-Jährige,149751.0,178601.0,41642.0,40945.0,8661.0,20634.0,84544.0,27217.0,111509.0,251308.0,60591.0,16414.0,56653.0,34876.0,40194.0,33585.0,1157125.0
62-Jährige,144569.0,172310.0,39813.0,39742.0,8590.0,19551.0,82050.0,26357.0,109102.0,244343.0,59616.0,15767.0,56272.0,34314.0,39029.0,33333.0,1124758.0
